year,COWcode,v2x_polyarchy,e_pt_coup,e_wb_pop,e_peinfmor,e_mipopula,e_pop,e_gdppc,e_peaveduc
1997,230,0.896,0,40057389,6.1,39816.487,4289.838,25.676,9.185
1998,230,0.896,0,40223509,5.8,39883.018,4294.162,26.95,9.29
1999,230,0.896,0,40386875,5.6,39949.549,4328.351,28.094,9.395
2000,230,0.897,0,40567864,5.4,40016.08,4361.919,29.316,9.5
2001,230,0.897,0,40850412,5.3,,4409.699,30.007,9.576
2002,230,0.897,0,41431558,5.2,,4479.067,30.628,9.652
2003,230,0.88,0,42187645,5.1,,4535.634,31.224,9.728
2004,230,0.878,0,42921895,5,,4626.511,31.752,9.804
2005,230,0.876,0,43653155,4.8,,4706.609,32.558,9.88
2006,230,0.881,0,44397319,4.6,,4789.258,33.424,9.956
2007,230,0.879,0,45226803,4.4,,4885.667,34.029,10.032
2008,230,0.889,0,45954106,4.2,,4942.74,33.854,10.108
2009,230,0.891,0,46362946,4.1,,4984.441,32.997,10.184
2010,230,0.896,0,46576897,3.9,,5015.82,32.422,10.26
2011,230,0.897,0,46742697,3.8,,5040.729,31.951,10.26
2012,230,0.892,0,46773055,3.7,,5041.416,31.267,10.26
2013,230,0.874,0,46620045,3.7,,5029.55,30.961,10.26
2014,230,0.87,0,46480882,3.6,,5001.15,31.508,10.26
2015,230,0.855,0,46444832,3.5,,4998.934,32.669,10.26
2016,230,0.852,0,46484062,,,5014.912,33.425,10.26
2017,230,0.842,0,46593236,,,5010.889,34.743,10.26
2018,230,0.855,0,46797754,,,5022.953,35.415,10.26
2019,230,0.874,0,47133521,,,5033.334,36.095,10.26
2020,230,0.887,0,47351567,,,,,10.26
2021,230,0.856,0,,,,,,10.26
1918,652,0.131,,,,,235.073,1.878,
1919,652,0.13,,,,,238.303,1.901,
1922,652,0.071,,,,,248.95,1.969,
1923,652,0.071,,,,,253.412,2.005,
1924,652,0.071,,,,,256.965,2.04,
1925,652,0.071,,,,,260.963,2.061,
1926,652,0.071,,,,,263.898,2.085,
1927,652,0.071,,,,,268.81,2.119,
1928,652,0.096,,,,,272.203,2.151,
1929,652,0.096,,,,,276.189,2.169,
1930,652,0.12,,,,,279.787,2.197,0.77
1931,652,0.126,,,,,285.115,2.218,0.799
1932,652,0.141,,,,,289.31,2.239,0.828
1933,652,0.138,,,,,293.305,2.289,0.857
1934,652,0.125,,,,,298.082,2.335,0.886
1935,652,0.125,,,,,301.851,2.347,0.915
1936,652,0.128,,,,,306.389,2.379,0.944
1937,652,0.158,,,,,309.919,2.42,0.973
1938,652,0.158,,,,,314.744,2.439,1.002
1939,652,0.107,,,,,319.644,2.464,1.031
1940,652,0.107,,,,,325.589,2.518,1.06
1941,652,0.107,,,,,330.913,2.536,1.093
1942,652,0.107,,,,,335.653,2.566,1.126
1943,652,0.118,,,,,340.399,2.59,1.159
1944,652,0.138,,,,,344.687,2.62,1.192
1945,652,0.12,,,,,348.892,2.652,1.225
1946,652,0.138,,,,,354.897,2.67,1.258
1947,652,0.21,,,,,360.366,2.702,1.291
1948,652,0.316,,,,,365.154,2.729,1.324
1949,652,0.238,,,,,370.307,2.78,1.357
1950,652,0.25,0,,199,3495,376.436,2.83,1.39
1951,652,0.217,2,,189,3598.756,382.641,2.907,1.462
1952,652,0.147,0,,179,3702.511,390.576,3.12,1.534
1953,652,0.175,0,,179,3806.267,398.73,3.335,1.606
1954,652,0.274,2,,169,3910.023,410.436,3.518,1.678
1955,652,0.315,0,,159,4013.778,420.596,3.545,1.75
1956,652,0.317,0,,150,4117.534,431.11,3.618,1.822
1957,652,0.317,0,,142,4221.29,439.501,3.574,1.894
1958,652,0.123,0,,135,4325.046,450.751,3.343,1.966
1959,652,0.083,0,,128,4428.801,459.936,3.144,2.038
1960,652,0.081,0,4573514,122,4532.557,465.446,2.853,2.11
1961,652,0.088,2,4721893,116,4705.107,481.445,2.842,2.198
1962,652,0.26,2,4875429,111,4877.656,501.278,3.017,2.286
1963,652,0.16,2,5034639,106,5050.206,512.888,2.987,2.374
1964,652,0.143,0,5200341,101,5222.755,537.881,3.117,2.462
1965,652,0.143,0,5373137,96.2,5395.305,557.455,3.066,2.55
1966,652,0.102,2,5553247,91.7,5567.855,572.432,2.941,2.638
1967,652,0.096,0,5740702,87.4,5740.404,593.365,3.01,2.726
1968,652,0.096,1,5935850,83.2,5912.954,613.432,3.122,2.814
1969,652,0.096,2,6139054,79.2,6085.503,637.704,3.342,2.902
1970,652,0.094,2,6350544,75.3,6258.053,658.142,3.467,2.99
1971,652,0.137,0,6570859,71.7,6509.606,681.912,3.681,3.124
1972,652,0.087,0,6800148,68.2,6761.159,708.843,4.045,3.258
1973,652,0.145,0,7037860,65,7012.712,726.625,4.095,3.392
1974,652,0.144,0,7283181,62,7264.265,758.229,4.52,3.526
1975,652,0.144,0,7535715,59.1,7515.818,782.615,4.867,3.66
1976,652,0.144,0,7794658,56.4,7767.37,804.344,4.931,3.794
1977,652,0.144,0,8060652,53.9,8018.923,819.758,4.753,3.928
1978,652,0.144,0,8336421,51.5,8270.476,841.919,4.663,4.062
1979,652,0.144,0,8625693,49.1,8522.029,862.906,4.589,4.196
1980,652,0.144,0,8930776,46.9,8773.582,890.145,4.585,4.33
1981,652,0.144,0,9252854,44.8,9139.829,917.041,4.587,4.483
1982,652,0.144,1,9590226,42.7,9506.076,948.606,4.45,4.636
1983,652,0.144,0,9938852,40.8,9872.322,974.429,4.22,4.789
1984,652,0.144,0,10293048,39.1,10238.569,1005.338,3.96,4.942
1985,652,0.144,0,10648633,37.4,10604.816,1039.391,3.803,5.095
1986,652,0.144,0,11004273,35.8,10971.063,1066.644,3.591,5.248
1987,652,0.144,0,11360848,34.3,11337.31,1099.977,3.451,5.401
1988,652,0.144,0,11719064,33,11703.556,1134.563,3.411,5.554
1989,652,0.144,0,12080439,31.6,12069.803,1160.493,3.211,5.707
1990,652,0.145,0,12446168,30.4,12436.05,1191.65,3.139,5.86
1991,652,0.146,0,12815400,29.2,12823.011,1219.783,3.122,5.991
1992,652,0.145,0,13187669,28,13209.972,1252.542,3.185,6.122
1993,652,0.145,0,13565074,26.8,13596.933,1281.702,3.201,6.253
1994,652,0.145,0,13950486,25.7,13983.894,1315.558,3.207,6.384
1995,652,0.145,0,14345491,24.6,14370.855,1354.542,3.25,6.515
1996,652,0.145,0,14754148,23.6,14757.816,1397.975,3.278,6.646
1997,652,0.145,0,15175308,22.6,15144.777,1444.623,3.347,6.777
1998,652,0.145,0,15599588,21.6,15531.738,1500.443,3.472,6.908
1999,652,0.145,0,16013992,20.7,15918.699,1545.546,3.507,7.039
2000,652,0.15,0,16410847,19.8,16305.66,1601.239,3.686,7.17
2001,652,0.153,0,16766555,19,,1657.698,3.874,7.252
2002,652,0.152,0,17084628,18.2,,1710.145,4.175,7.334
2003,652,0.152,0,17415214,17.5,,1768.478,4.499,7.416
2004,652,0.152,0,17827827,16.8,,1846.749,4.976,7.498
2005,652,0.15,0,18361178,16.1,,1941.57,5.457,7.58
2006,652,0.15,0,19059257,15.4,,2009.827,5.597,7.662
2007,652,0.148,0,19878257,14.8,,2091.231,5.684,7.744
2008,652,0.146,0,20664037,14.2,,2158.689,5.753,7.826
2009,652,0.146,0,21205873,13.7,,2212.428,5.795,7.908
2010,652,0.147,0,21362541,13.2,,2239.391,5.816,7.99
2011,652,0.148,0,21081814,12.8,,2222.479,5.589,7.99
2012,652,0.146,0,20438861,12.6,,2153.057,4.943,7.99
2013,652,0.138,0,19578466,12.1,,2061.42,4.362,7.99
2014,652,0.139,0,18710711,11.7,,1989,4.017,7.99
2015,652,0.138,0,17997411,11.1,,1932.655,3.825,7.99
2016,652,0.138,0,17465567,,,1887.132,3.837,7.99
2017,652,0.139,0,17095669,,,1851.737,3.977,7.99
2018,652,0.138,0,16945062,,,1838.211,4.135,7.99
2019,652,0.139,0,17070132,,,1839.885,4.282,7.99
2020,652,0.14,0,17500657,,,,,7.99
2021,652,0.139,0,,,,,,7.99
1789,616,0.019,,,,,93.556,0.843,
1790,616,0.019,,,,,94.095,0.847,
1791,616,0.019,,,,,94.159,0.845,
1792,616,0.019,,,,,94.579,0.844,
1793,616,0.019,,,,,94.743,0.841,
1794,616,0.019,,,,,94.457,0.837,
1795,616,0.019,,,,,94.253,0.832,
1796,616,0.019,,,,,94.186,0.835,
1797,616,0.019,,,,,94.111,0.831,
1798,616,0.019,,,,,94.069,0.829,
1799,616,0.019,,,,,93.859,0.822,
1800,616,0.019,,,,800,93.385,0.823,
1801,616,0.019,,,,803.75,93.368,0.821,
1802,616,0.019,,,,807.5,93.15,0.812,
1803,616,0.019,,,,811.25,93.324,0.81,
1804,616,0.019,,,,815,93.332,0.812,
1805,616,0.019,,,,818.75,93.686,0.809,
1806,616,0.019,,,,822.5,93.694,0.806,
1807,616,0.019,,,,826.25,93.509,0.804,
1808,616,0.019,,,,830,93.157,0.799,
1809,616,0.019,,,,833.75,93.251,0.792,
1810,616,0.019,,,,837.5,93.646,0.79,
1811,616,0.019,,,,841.25,93.417,0.788,
1812,616,0.019,,,,845,93.217,0.789,
1813,616,0.019,,,,848.75,93.606,0.785,
1814,616,0.019,,,,852.5,93.571,0.786,
1815,616,0.019,,,,856.25,93.688,0.781,
1816,616,0.019,,,,860,93.942,0.787,
1817,616,0.019,,,,863.75,93.883,0.786,
1818,616,0.019,,,,867.5,93.786,0.782,
1819,616,0.019,,,,871.25,94.075,0.779,
1820,616,0.019,,,,875,93.81,0.778,
1821,616,0.019,,,,882.921,94.168,0.78,
1822,616,0.019,,,,890.841,94.55,0.789,
1823,616,0.019,,,,898.762,95.504,0.799,
1824,616,0.019,,,,906.683,96.478,0.807,
1825,616,0.019,,,,914.604,97.335,0.816,
1826,616,0.019,,,,922.524,98.202,0.818,
1827,616,0.019,,,,930.445,98.78,0.825,
1828,616,0.019,,,,938.366,99.327,0.831,
1829,616,0.019,,,,946.287,100.074,0.838,
1830,616,0.019,,,,954.207,100.723,0.844,
1831,616,0.019,,,,962.128,101.147,0.848,
1832,616,0.019,,,,970.049,101.893,0.848,
1833,616,0.019,,,,977.97,102.827,0.853,
1834,616,0.019,,,,985.89,103.305,0.856,
1835,616,0.019,,,,993.811,103.999,0.862,
1836,616,0.019,,,,1001.732,104.801,0.869,
1837,616,0.019,,,,1009.652,105.287,0.88,
1838,616,0.019,,,,1017.573,105.898,0.89,
1839,616,0.019,,,,1025.494,106.626,0.903,
1840,616,0.019,,,,1033.415,107.166,0.906,
1841,616,0.019,,,,1041.335,107.857,0.916,
1842,616,0.019,,,,1049.256,108.061,0.924,
1843,616,0.019,,,,1057.177,108.911,0.932,
1844,616,0.019,,,,1065.098,109.5,0.941,
1845,616,0.019,,,,1073.018,110.406,0.95,
1846,616,0.019,,,,1080.939,111.111,0.961,
1847,616,0.019,,,,1088.86,111.404,0.969,
1848,616,0.019,,,,1096.781,112.085,0.973,
1849,616,0.019,,,,1104.701,112.167,0.981,
1850,616,0.019,,,,1112.622,112.532,0.99,
1851,616,0.019,,,,1124.386,113.071,0.995,
1852,616,0.019,,,,1136.149,113.954,1.004,
1853,616,0.019,,,,1147.913,114.555,1.012,
1854,616,0.019,,,,1159.676,115.3,1.014,
1855,616,0.019,,,,1171.439,115.717,1.017,
1856,616,0.019,,,,1183.203,116.6,1.025,
1857,616,0.02,,,,1194.966,117.515,1.027,
1858,616,0.02,,,,1206.73,117.954,1.036,
1859,616,0.02,,,,1218.494,118.991,1.039,
1860,616,0.02,,,,1230.257,119.205,1.044,
1861,616,0.02,,,,1243.264,119.802,1.048,
1862,616,0.02,,,,1256.271,120.216,1.056,
1863,616,0.02,,,,1269.279,121.063,1.068,
1864,616,0.02,,,,1282.286,122.062,1.079,
1865,616,0.02,,,,1295.293,123.259,1.091,
1866,616,0.02,,,,1308.3,123.695,1.095,
1867,616,0.02,,,,1321.307,124.356,1.092,
1868,616,0.02,,,,1334.315,124.957,1.098,
1869,616,0.02,,,,1347.322,125.481,1.105,
1870,616,0.018,,,,1360.329,126.358,1.11,0.3
1871,616,0.018,,,,1374.711,128.361,1.122,0.303
1872,616,0.018,,,,1389.094,130.119,1.127,0.306
1873,616,0.02,,,,1403.476,131.78,1.138,0.309
1874,616,0.02,,,,1417.858,133.283,1.154,0.312
1875,616,0.02,,,,1432.24,134.658,1.164,0.315
1876,616,0.02,,,,1446.623,136.335,1.186,0.318
1877,616,0.02,,,,1461.005,137.742,1.205,0.321
1878,616,0.02,,,,1475.387,139.227,1.212,0.324
1879,616,0.02,,,,1489.77,140.651,1.221,0.327
1880,616,0.019,,,,1504.152,142.285,1.227,0.33
1881,616,0.023,,,,1520.055,144.035,1.243,0.331
1882,616,0.027,,,,1535.958,145.828,1.247,0.332
1883,616,0.027,,,,1551.861,147.397,1.263,0.333
1884,616,0.027,,,,1567.764,149.056,1.267,0.334
1885,616,0.027,,,,1583.668,151.148,1.27,0.335
1886,616,0.027,,,,1599.571,153.179,1.277,0.336
1887,616,0.027,,,,1615.474,155.138,1.283,0.337
1888,616,0.042,,,,1631.377,156.748,1.293,0.338
1889,616,0.042,,,,1647.28,158.431,1.311,0.339
1890,616,0.042,,,,1663.183,160.411,1.319,0.34
1891,616,0.042,,,,1680.128,162.631,1.331,0.343
1892,616,0.042,,,,1697.074,163.913,1.337,0.346
1893,616,0.042,,,,1714.019,165.39,1.346,0.349
1894,616,0.042,,,,1730.965,167.095,1.355,0.352
1895,616,0.042,,,,1747.91,169.107,1.366,0.355
1896,616,0.042,,,,1764.855,170.509,1.376,0.358
1897,616,0.042,,,,1781.801,173.223,1.379,0.361
1898,616,0.042,,,,1798.746,175.727,1.386,0.364
1899,616,0.042,,,,1815.692,177.871,1.389,0.367
1900,616,0.04,,,,1832.637,179.464,1.411,0.37
1901,616,0.038,,,,1864.774,181.505,1.423,0.372
1902,616,0.038,,,,1896.911,183.821,1.423,0.374
1903,616,0.038,,,,1929.048,185.181,1.439,0.376
1904,616,0.038,,,,1961.185,186.949,1.442,0.378
1905,616,0.038,,,,1993.322,188.942,1.446,0.38
1906,616,0.038,,,,2025.458,190.656,1.451,0.382
1907,616,0.042,,,,2057.595,193.89,1.455,0.384
1908,616,0.042,,,,2089.732,195.42,1.465,0.386
1909,616,0.042,,,,2121.869,196.941,1.486,0.388
1910,616,0.042,,,,2154.006,198.541,1.494,0.39
1911,616,0.042,,,,2165.149,200.165,1.505,0.393
1912,616,0.042,,,,2176.292,201.561,1.502,0.396
1913,616,0.041,,,,2187.435,203.658,1.52,0.399
1914,616,0.041,,,,2198.578,207.757,1.539,0.402
1915,616,0.041,,,,2209.72,210.131,1.55,0.405
1916,616,0.041,,,,2220.863,213.108,1.563,0.408
1917,616,0.041,,,,2232.006,216.824,1.572,0.411
1918,616,0.042,,,,2243.149,220.742,1.585,0.414
1919,616,0.045,,,,2254.292,223.57,1.593,0.417
1920,616,0.045,,,,2265.435,227.725,1.594,0.42
1921,616,0.045,,,,2291.82,230.721,1.598,0.426
1922,616,0.045,,,,2318.206,234.8,1.6,0.432
1923,616,0.042,,,,2344.592,238.699,1.614,0.438
1924,616,0.042,,,,2370.977,242.148,1.623,0.444
1925,616,0.044,,,,2397.363,246.868,1.628,0.45
1926,616,0.044,,,,2423.748,251.467,1.646,0.456
1927,616,0.044,,,,2450.134,256.818,1.666,0.462
1928,616,0.044,,,,2476.519,261.74,1.683,0.468
1929,616,0.044,,,,2502.904,267.281,1.697,0.474
1930,616,0.044,,,,2529.29,272.049,1.705,0.48
1931,616,0.044,,,,2577.758,276.803,1.73,0.498
1932,616,0.044,,,,2626.225,281.594,1.746,0.516
1933,616,0.044,,,,2674.693,286.966,1.757,0.534
1934,616,0.039,,,,2723.16,292.042,1.765,0.552
1935,616,0.042,,,,2771.628,296.163,1.787,0.57
1936,616,0.042,,,,2820.096,301.621,1.788,0.588
1937,616,0.042,,,,2868.563,306.563,1.789,0.606
1938,616,0.039,,,,2917.031,311.887,1.808,0.624
1939,616,0.037,,,,2965.498,316.82,1.797,0.642
1940,616,0.037,,,,3013.966,321.948,1.824,0.66
1941,616,0.037,,,,3062.431,327.637,1.848,0.667
1942,616,0.037,,,,3110.895,333.152,1.864,0.674
1943,616,0.037,,,,3159.36,338.172,1.857,0.681
1944,616,0.037,,,,3207.825,342.149,1.867,0.688
1945,616,0.037,,,,3256.289,347.116,1.879,0.695
1946,616,0.039,,,,3304.754,353.525,1.878,0.702
1947,616,0.039,,,,3353.219,359.036,1.89,0.709
1948,616,0.039,,,,3401.684,365.638,1.899,0.716
1949,616,0.039,,,,3450.148,370.643,1.903,0.723
1950,616,0.04,,,,3498.613,376.266,1.907,0.73
1951,616,0.04,,,,3570.852,382.182,1.926,0.755
1952,616,0.04,,,,3643.09,387.646,1.988,0.78
1953,616,0.04,,,,3715.329,393.734,2.015,0.805
1954,616,0.042,,,,3787.568,400.204,2.024,0.83
1955,616,0.043,,,,3859.806,406.41,2.002,0.855
1956,616,0.075,0,,,3932.045,413.531,2.019,0.88
1957,616,0.069,0,,,4004.284,420.027,2.016,0.905
1958,616,0.088,0,,,4076.523,424.356,2.046,0.93
1959,616,0.1,0,,179,4148.761,430.421,2.038,0.955
1960,616,0.197,0,4178235,173,4221,434.333,2.044,0.98
1961,616,0.197,0,4238141,188,4308.763,439.538,2.098,1.063
1962,616,0.197,0,4305477,179,4396.525,446.086,2.134,1.146
1963,616,0.196,0,4380074,171,4484.288,457.579,2.24,1.229
1964,616,0.195,0,4461111,163,4572.051,465.275,2.314,1.312
1965,616,0.191,0,4547941,156,4659.814,473.822,2.389,1.395
1966,616,0.191,0,4640995,148,4747.576,484.012,2.418,1.478
1967,616,0.191,0,4740526,141,4835.339,494.733,2.446,1.561
1968,616,0.191,0,4845220,135,4923.102,505.774,2.561,1.644
1969,616,0.191,0,4953379,128,5010.864,517.226,2.686,1.727
1970,616,0.191,0,5063805,122,5098.627,533.48,2.954,1.81
1971,616,0.191,0,5176290,116,5233.083,547.213,3.207,1.943
1972,616,0.191,0,5291335,111,5367.538,562.124,3.511,2.075
1973,616,0.191,0,5409338,105,5501.994,572.299,3.639,2.208
1974,616,0.191,0,5530978,99.9,5636.449,586.979,3.809,2.34
1975,616,0.19,0,5656912,94.2,5770.905,601.028,3.961,2.473
1976,616,0.192,0,5786482,88.6,5905.361,614.9,4.106,2.605
1977,616,0.194,0,5919958,83.2,6039.816,630.954,4.214,2.738
1978,616,0.194,0,6060158,78.1,6174.272,644.141,4.401,2.87
1979,616,0.194,0,6210756,73.4,6308.727,661.671,4.587,3.003
1980,616,0.196,0,6374040,69.2,6443.183,681.46,4.778,3.135
1981,616,0.197,0,6551232,65.5,6619.965,699.501,4.925,3.229
1982,616,0.2,0,6740520,62.2,6796.746,716.922,4.948,3.322
1983,616,0.202,0,6937332,59.2,6973.528,736.1,5.026,3.415
1984,616,0.202,0,7135265,56.4,7150.31,760.34,5.149,3.508
1985,616,0.201,0,7329590,53.9,7327.092,783.543,5.229,3.602
1986,616,0.2,0,7517854,51.6,7503.873,798.958,5.201,3.695
1987,616,0.184,2,7700733,49.5,7680.655,819.539,5.318,3.788
1988,616,0.114,0,7880333,47.6,7857.437,837.929,5.358,3.881
1989,616,0.125,0,8060211,45.9,8034.218,855.539,5.476,3.975
1990,616,0.197,0,8242509,44.3,8211,875.95,5.647,4.068
1991,616,0.197,0,8427851,42.8,8346.7,897.063,5.843,4.196
1992,616,0.197,0,8613855,41.2,8482.4,917.848,6.148,4.324
1993,616,0.194,0,8795934,39.6,8618.1,934.55,6.334,4.452
1994,616,0.189,0,8967916,37.8,8753.8,952.286,6.536,4.58
1995,616,0.188,0,9125400,35.9,8889.5,970.332,6.77,4.708
1996,616,0.188,0,9267335,33.9,9025.2,989.662,7.151,4.836
1997,616,0.188,0,9395119,31.9,9160.9,1000.131,7.407,4.964
1998,616,0.188,0,9509862,29.9,9296.6,1007.674,7.561,5.092
1999,616,0.188,0,9613587,28.1,9432.3,1018.913,7.803,5.22
2000,616,0.19,0,9708347,26.3,9568,1030.527,8.033,5.348
2001,616,0.19,0,9793915,24.7,,1037.427,8.186,5.446
2002,616,0.19,0,9871261,23.3,,1044.772,8.314,5.544
2003,616,0.19,0,9945282,22,,1055.266,8.537,5.642
2004,616,0.19,0,10022278,20.7,,1064.252,8.801,5.741
2005,616,0.19,0,10106778,19.6,,1071.562,9.061,5.839
2006,616,0.19,0,10201211,18.5,,1083.206,9.431,5.937
2007,616,0.191,0,10304729,17.5,,1098.4,9.817,6.036
2008,616,0.191,0,10414425,16.6,,1107.396,10.192,6.134
2009,616,0.191,0,10525691,15.7,,1118.378,10.438,6.232
2010,616,0.192,0,10635245,14.9,,1128.473,10.612,6.331
2011,616,0.268,0,10741872,14.2,,1138.889,10.485,6.331
2012,616,0.774,0,10846993,13.6,,1152.073,10.603,6.331
2013,616,0.775,0,10952949,13.1,,1162.627,10.66,6.331
2014,616,0.752,0,11063195,12.6,,1175.35,10.748,6.331
2015,616,0.726,0,11179951,12.1,,1187.928,10.748,6.331
2016,616,0.727,0,11303942,,,1200.621,10.764,6.331
2017,616,0.727,0,11433438,,,1210.554,10.799,6.331
2018,616,0.732,0,11565203,,,1224.378,10.886,6.331
2019,616,0.73,0,11694721,,,1234.269,10.859,6.331
2020,616,0.726,0,11818618,,,,,6.331
2021,616,0.556,0,,,,,,6.331
1789,640,0.02,,,,,1048.307,1.286,
1790,640,0.02,,,,,1047.058,1.29,
1791,640,0.02,,,,,1047.284,1.287,
1792,640,0.02,,,,,1049.911,1.281,
1793,640,0.02,,,,,1049.432,1.272,
1794,640,0.02,,,,,1052.38,1.278,
1795,640,0.02,,,,,1047.756,1.277,
1796,640,0.02,,,,,1046.628,1.277,
1797,640,0.02,,,,,1047.168,1.269,
1798,640,0.02,,,,,1048.073,1.266,
1799,640,0.02,,,,,1048.503,1.267,
1800,640,0.02,,,,,1053.967,1.262,
1801,640,0.02,,,,,1052.437,1.27,
1802,640,0.02,,,,,1054.589,1.268,
1803,640,0.02,,,,,1053.539,1.258,
1804,640,0.02,,,,,1057.115,1.258,
1805,640,0.02,,,,,1055.676,1.258,
1806,640,0.02,,,,,1062.546,1.252,
1807,640,0.02,,,,,1067.353,1.249,
1808,640,0.02,,,,,1070.943,1.253,
1809,640,0.019,,,,,1071.685,1.256,
1810,640,0.019,,,,,1071.527,1.248,
1811,640,0.019,,,,,1071.258,1.245,
1812,640,0.019,,,,,1071.591,1.245,
1813,640,0.019,,,,,1071.26,1.244,
1814,640,0.019,,,,,1069.565,1.237,
1815,640,0.019,,,,,1071.45,1.241,
1816,640,0.019,,,,,1073.355,1.242,
1817,640,0.019,,,,,1071.93,1.244,
1818,640,0.019,,,,,1067.336,1.245,
1819,640,0.019,,,,,1067.022,1.247,
1820,640,0.019,,,,10074,1070.828,1.247,
1821,640,0.019,,,,10108.38,1071.634,1.257,
1822,640,0.019,,,,10142.76,1070.249,1.267,
1823,640,0.019,,,,10177.14,1073.525,1.274,
1824,640,0.019,,,,10211.52,1079.25,1.276,
1825,640,0.019,,,,10245.9,1082.241,1.288,
1826,640,0.019,,,,10280.28,1088.291,1.293,
1827,640,0.019,,,,10314.66,1084.486,1.298,
1828,640,0.019,,,,10349.04,1087.56,1.309,
1829,640,0.019,,,,10383.42,1090.365,1.311,
1830,640,0.019,,,,10417.8,1096.965,1.306,
1831,640,0.019,,,,10452.18,1098.111,1.324,
1832,640,0.019,,,,10486.56,1099.265,1.332,
1833,640,0.019,,,,10520.94,1098.587,1.352,
1834,640,0.019,,,,10555.32,1106.11,1.361,
1835,640,0.019,,,,10589.7,1106.005,1.366,
1836,640,0.019,,,,10624.08,1103.831,1.376,
1837,640,0.019,,,,10658.46,1107.037,1.382,
1838,640,0.019,,,,10692.84,1107.488,1.384,
1839,640,0.019,,,,10727.22,1109.953,1.397,
1840,640,0.018,,,,10761.6,1109.795,1.399,
1841,640,0.018,,,,10795.98,1109.438,1.395,
1842,640,0.018,,,,10830.36,1107.396,1.396,
1843,640,0.018,,,,10864.74,1113.937,1.398,
1844,640,0.018,,,,10899.12,1113.166,1.41,
1845,640,0.018,,,,10933.5,1120.597,1.417,
1846,640,0.018,,,,10967.88,1124.942,1.428,
1847,640,0.018,,,,11002.26,1129.357,1.435,
1848,640,0.018,,,,11036.64,1125.553,1.428,
1849,640,0.018,,,,11071.02,1127.548,1.421,
1850,640,0.018,,,,11105.4,1132.986,1.422,
1851,640,0.018,,,,11139.78,1138.625,1.426,
1852,640,0.018,,,,11174.16,1138.344,1.428,
1853,640,0.018,,,,11208.54,1137.958,1.441,
1854,640,0.018,,,,11242.92,1145.07,1.454,
1855,640,0.018,,,,11277.3,1141.806,1.465,
1856,640,0.018,,,,11311.68,1142.962,1.481,
1857,640,0.018,,,,11346.06,1146.496,1.481,
1858,640,0.018,,,,11380.44,1150.401,1.493,
1859,640,0.018,,,,11414.82,1146.344,1.494,
1860,640,0.031,,,,11449.2,1152.067,1.494,
1861,640,0.035,,,,11483.58,1157.042,1.485,
1862,640,0.035,,,,11517.96,1156.851,1.482,
1863,640,0.035,,,,11552.34,1155.253,1.482,
1864,640,0.035,,,,11586.72,1159.196,1.482,
1865,640,0.033,,,,11621.1,1160.84,1.486,
1866,640,0.033,,,,11655.48,1159.722,1.492,
1867,640,0.035,,,,11689.86,1163.357,1.497,
1868,640,0.035,,,,11724.24,1163.244,1.496,
1869,640,0.035,,,,11758.62,1164.352,1.501,
1870,640,0.035,,,,11793,1167.799,1.497,0.26
1871,640,0.035,,,,11873.175,1177.69,1.507,0.267
1872,640,0.035,,,,11953.35,1185.536,1.525,0.274
1873,640,0.035,,,,12033.525,1192.129,1.543,0.281
1874,640,0.035,,,,12113.7,1197.401,1.569,0.288
1875,640,0.035,,,,12193.875,1207.171,1.572,0.295
1876,640,0.1,,,,12274.05,1215.093,1.582,0.302
1877,640,0.031,,,,12354.225,1221.223,1.596,0.309
1878,640,0.012,,,,12434.4,1227.128,1.609,0.316
1879,640,0.012,,,,12514.575,1234.552,1.609,0.323
1880,640,0.012,,,,12594.75,1246.086,1.62,0.33
1881,640,0.012,,,,12674.925,1253.018,1.633,0.336
1882,640,0.012,,,,12755.1,1255.521,1.639,0.342
1883,640,0.012,,,,12835.275,1266.181,1.65,0.348
1884,640,0.012,,,,12915.45,1275.182,1.663,0.354
1885,640,0.012,,,,12995.625,1282.011,1.673,0.36
1886,640,0.012,,,,13075.8,1290.407,1.685,0.366
1887,640,0.012,,,,13155.975,1295.729,1.695,0.372
1888,640,0.012,,,,13236.15,1302.866,1.707,0.378
1889,640,0.012,,,,13316.325,1312.053,1.704,0.384
1890,640,0.008,,,,13396.5,1312.631,1.711,0.39
1891,640,0.008,,,,13476.675,1320.953,1.724,0.398
1892,640,0.008,,,,13556.85,1337.712,1.75,0.406
1893,640,0.008,,,,13637.025,1341.017,1.758,0.414
1894,640,0.008,,,,13717.2,1350.198,1.766,0.422
1895,640,0.008,,,,13797.375,1366.139,1.775,0.43
1896,640,0.008,,,,13877.55,1371.175,1.777,0.438
1897,640,0.008,,,,13957.725,1383.483,1.785,0.446
1898,640,0.008,,,,14037.9,1398.898,1.795,0.454
1899,640,0.008,,,,14118.075,1408.966,1.804,0.462
1900,640,0.009,,,,14198.25,1417.213,1.827,0.47
1901,640,0.009,,,,14278.425,1421.749,1.84,0.476
1902,640,0.009,,,,14358.6,1433.094,1.856,0.482
1903,640,0.009,,,,14438.775,1433.526,1.872,0.488
1904,640,0.009,,,,14518.95,1442.964,1.884,0.494
1905,640,0.009,,,,14599.125,1446.21,1.899,0.5
1906,640,0.009,,,,14679.3,1453.083,1.92,0.506
1907,640,0.009,,,,14759.475,1462.708,1.932,0.512
1908,640,0.062,,,,14839.65,1467.931,1.946,0.518
